model,model_id,case_id,category,variant_id,kind,seed,image_path,image_sha256,all_correct,atom_accuracy,semantic_state,atom_keys,atom_results,predictions,censored,black_image,alternate_correct,exclusive_control,elapsed_seconds,peak_allocated_bytes,audit_id
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_spatial_017,spatial,p3,equivalent,131,images/sdxl/main_spatial_017/p3/seed_131.png,57a9f40c2af9db799c19e2c8fb1a25cd0a4016ed40676ac00aea1599d155007f,0,0.0,000,"[""count:cup=1"", ""count:book=1"", ""relation:cup:above:book""]","{""count:book=1"": false, ""count:cup=1"": false, ""relation:cup:above:book"": false}","{""colors"": {}, ""detections"": {""book"": [{""box"": [87.16000366210938, 150.49000549316406, 165.0500030517578, 348.6600036621094], ""score"": 0.3537018597126007}, {""box"": [185.74000549316406, 121.98999786376953, 272.1000061035156, 351.9100036621094], ""score"": 0.3498784601688385}, {""box"": [0.4699999988079071, 151.14999389648438, 56.38999938964844, 348.17999267578125], ""score"": 0.32296276092529297}, {""box"": [4.150000095367432, 0.9700000286102295, 507.7200012207031, 114.58000183105469], ""score"": 0.3165542185306549}, {""box"": [429.1099853515625, 156.4199981689453, 467.7099914550781, 355.9599914550781], ""score"": 0.31028711795806885}, {""box"": [264.94000244140625, 144.72000122070312, 278.6199951171875, 350.42999267578125], ""score"": 0.30190902948379517}, {""box"": [467.92999267578125, 177.91000366210938, 494.6099853515625, 351.3299865722656], ""score"": 0.2961649000644684}, {""box"": [3.4100000858306885, 130.05999755859375, 508.0400085449219, 353.05999755859375], ""score"": 0.29330217838287354}, {""box"": [313.0299987792969, 156.97000122070312, 350.489990234375, 354.8900146484375], ""score"": 0.2756509780883789}, {""box"": [187.92999267578125, 129.3300018310547, 211.2100067138672, 345.6300048828125], ""score"": 0.2521957755088806}, {""box"": [244.2100067138672, 128.91000366210938, 263.7699890136719, 350.3299865722656], ""score"": 0.2217387557029724}, {""box"": [494.489990234375, 186.9600067138672, 511.8500061035156, 351.010009765625], ""score"": 0.21716342866420746}, {""box"": [222.17999267578125, 131.55999755859375, 244.2100067138672, 352.2099914550781], ""score"": 0.20108425617218018}, {""box"": [280.0799865722656, 1.8700000047683716, 349.010009765625, 111.94000244140625], ""score"": 0.19153134524822235}, {""box"": [188.92999267578125, 1.25, 259.70001220703125, 111.06999969482422], ""score"": 0.18422216176986694}, {""box"": [207.9600067138672, 128.61000061035156, 226.0, 349.04998779296875], ""score"": 0.1739574670791626}, {""box"": [19.3799991607666, -0.6299999952316284, 184.00999450683594, 112.08999633789062], ""score"": 0.1661399006843567}, {""box"": [421.1199951171875, 2.5899999141693115, 501.2699890136719, 112.0199966430664], ""score"": 0.15587803721427917}, {""box"": [1.309999942779541, -0.5600000023841858, 36.08000183105469, 110.4800033569336], ""score"": 0.15383940935134888}, {""box"": [166.5500030517578, 310.7900085449219, 187.35000610351562, 483.04998779296875], ""score"": 0.14747802913188934}, {""box"": [0.2199999988079071, 163.22999572753906, 16.040000915527344, 349.29998779296875], ""score"": 0.13422848284244537}, {""box"": [149.36000061035156, -0.6899999976158142, 179.74000549316406, 110.45999908447266], ""score"": 0.12151308357715607}, {""box"": [88.76000213623047, 150.3300018310547, 166.5800018310547, 195.3000030517578], ""score"": 0.11060667037963867}, {""box"": [346.6300048828125, 133.8000030517578, 449.17999267578125, 353.0400085449219], ""score"": 0.10377022624015808}], ""cup"": [{""box"": [341.3900146484375, 373.44000244140625, 441.30999755859375, 462.3900146484375], ""score"": 0.5343320965766907}, {""box"": [38.81999969482422, 371.4599914550781, 137.42999267578125, 456.4599914550781], ""score"": 0.5160650014877319}, {""box"": [454.3800048828125, 479.6700134277344, 512.1599731445312, 510.760009765625], ""score"": 0.11617880314588547}, {""box"": [7.739999771118164, 451.2699890136719, 143.99000549316406, 484.57000732421875], ""score"": 0.10566505789756775}]}, ""relations"": {""relation:cup:above:book"": {""dx"": 0.518056645989418, ""dy"": 0.3287890702486038}}}",0,0,,1,1.5029197637923062,8060573184,item_00026
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_color_binding_009,color_binding,p0,equivalent,131,images/sdxl/main_color_binding_009/p0/seed_131.png,ae4630aa6f6fa05ba2b38b5f45caaaa3b47ef8d4b03ad2a422208ff38c3fe873,0,0.25,1000,"[""count:bicycle=1"", ""count:ball=1"", ""color:bicycle=yellow"", ""color:ball=purple""]","{""color:ball=purple"": false, ""color:bicycle=yellow"": false, ""count:ball=1"": false, ""count:bicycle=1"": true}","{""colors"": {""ball"": {""confidence"": 0.8251416683197021, ""label"": ""yellow"", ""margin"": 0.7506182789802551}, ""bicycle"": {""confidence"": 0.912509560585022, ""label"": ""purple"", ""margin"": 0.8868412375450134}}, ""detections"": {""ball"": [{""box"": [364.3699951171875, 344.45001220703125, 396.20001220703125, 373.1600036621094], ""score"": 0.25766661763191223}, {""box"": [56.33000183105469, 29.56999969482422, 215.30999755859375, 185.92999267578125], ""score"": 0.23234669864177704}], ""bicycle"": [{""box"": [293.3699951171875, 293.8299865722656, 508.7900085449219, 472.4700012207031], ""score"": 0.4102960526943207}]}, ""relations"": {}}",0,0,0.0,1,1.6609578258357942,8061359616,item_00027
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_existence_011,existence,p0,equivalent,11,images/pixart_sigma/main_existence_011/p0/seed_11.png,9bb3dbe9d067ac16aeacd14721b6c350d5116d506324bb6735b4d102da06d7a4,1,1.0,11,"[""exists:clock"", ""exists:cat""]","{""exists:cat"": true, ""exists:clock"": true}","{""colors"": {}, ""detections"": {""cat"": [{""box"": [14.279999732971191, 294.1700134277344, 193.5399932861328, 487.05999755859375], ""score"": 0.7844979166984558}], ""clock"": [{""box"": [138.32000732421875, 66.41999816894531, 405.67999267578125, 452.6400146484375], ""score"": 0.49125778675079346}]}, ""relations"": {}}",0,0,,0,0.8711311058141291,13622855168,item_00028
sd15,stable-diffusion-v1-5/stable-diffusion-v1-5,main_existence_023,existence,p3,equivalent,101,images/sd15/main_existence_023/p3/seed_101.png,d0450df2662fb7d4187461840de280647fe6557fe5ca235c119c5b763d7f44d7,0,0.5,01,"[""exists:clock"", ""exists:dog""]","{""exists:clock"": false, ""exists:dog"": true}","{""colors"": {}, ""detections"": {""clock"": [], ""dog"": [{""box"": [0.7900000214576721, 137.05999755859375, 365.2200012207031, 513.2999877929688], ""score"": 0.6331786513328552}, {""box"": [0.05000000074505806, 54.91999816894531, 14.609999656677246, 100.62000274658203], ""score"": 0.1339845359325409}]}, ""relations"": {}}",0,0,,0,0.8239964512176812,3439791104,item_00029
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_spatial_011,spatial,p1,equivalent,131,images/sdxl/main_spatial_011/p1/seed_131.png,4399a11ba2aabe7f224c1e31b0e9d8b10a59a065dfa03b4256119e17a736fbfc,0,0.0,000,"[""count:clock=1"", ""count:cat=1"", ""relation:clock:above:cat""]","{""count:cat=1"": false, ""count:clock=1"": false, ""relation:clock:above:cat"": false}","{""colors"": {}, ""detections"": {""cat"": [], ""clock"": [{""box"": [370.0299987792969, 23.31999969482422, 483.6300048828125, 136.61000061035156], ""score"": 0.5723299980163574}, {""box"": [16.1200008392334, 21.329999923706055, 123.94000244140625, 134.4499969482422], ""score"": 0.5609495043754578}, {""box"": [356.54998779296875, 319.94000244140625, 464.6000061035156, 436.79998779296875], ""score"": 0.5347549319267273}, {""box"": [17.940000534057617, 328.1300048828125, 128.92999267578125, 445.760009765625], ""score"": 0.5305818319320679}, {""box"": [2.6700000762939453, 1.1399999856948853, 510.5, 507.4599914550781], ""score"": 0.21990913152694702}, {""box"": [111.66999816894531, 23.56999969482422, 189.0399932861328, 189.39999389648438], ""score"": 0.18637584149837494}, {""box"": [450.0799865722656, 279.25, 511.489990234375, 482.17999267578125], ""score"": 0.18588677048683167}, {""box"": [177.86000061035156, 1.4199999570846558, 332.20001220703125, 272.05999755859375], ""score"": 0.18490290641784668}, {""box"": [116.66000366210938, 289.6000061035156, 189.14999389648438, 488.55999755859375], ""score"": 0.17625194787979126}, {""box"": [463.8800048828125, 19.229999542236328, 503.4800109863281, 186.92999267578125], ""score"": 0.17501333355903625}]}, ""relations"": {""relation:clock:above:cat"": null}}",0,0,,1,1.5097105531021953,8061883904,item_00030
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_color_binding_000,color_binding,p3,equivalent,101,images/sdxl/main_color_binding_000/p3/seed_101.png,d292c6e608ff48ace416e74bcef84da845d2e90042d4f76bcd446470d4caa24f,0,0.0,0000,"[""count:cat=1"", ""count:dog=1"", ""color:cat=red"", ""color:dog=green""]","{""color:cat=red"": false, ""color:dog=green"": false, ""count:cat=1"": false, ""count:dog=1"": false}","{""colors"": {""cat"": {""confidence"": 0.0, ""label"": null, ""margin"": 0.0}, ""dog"": {""confidence"": 0.0, ""label"": null, ""margin"": 0.0}}, ""detections"": {""cat"": [], ""dog"": []}, ""relations"": {}}",0,0,,1,1.5036534182727337,8060573184,item_00031
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_count_016,count,p1,equivalent,131,images/sdxl/main_count_016/p1/seed_131.png,2b5e0654015a9f1ea70acfc39ace9fb737faa311e5518a2eb0cda78c49b7ea73,0,0.0,0,"[""count:car=4""]","{""count:car=4"": false}","{""colors"": {}, ""detections"": {""car"": [{""box"": [80.86000061035156, 299.6600036621094, 269.82000732421875, 427.32000732421875], ""score"": 0.35393375158309937}, {""box"": [293.8800048828125, 305.1300048828125, 473.1000061035156, 441.0299987792969], ""score"": 0.35308322310447693}]}, ""relations"": {}}",0,0,,1,1.510698061902076,8060311040,item_00032
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_spatial_000,spatial,p3,equivalent,11,images/pixart_sigma/main_spatial_000/p3/seed_11.png,9e1cb4c78637191acbc9a60dbef23093f65429112d1c4229f567e07e5dd18588,1,1.0,111,"[""count:cat=1"", ""count:dog=1"", ""relation:cat:left_of:dog""]","{""count:cat=1"": true, ""count:dog=1"": true, ""relation:cat:left_of:dog"": true}","{""colors"": {}, ""detections"": {""cat"": [{""box"": [20.450000762939453, 184.27000427246094, 230.1300048828125, 465.4700012207031], ""score"": 0.7400583028793335}], ""dog"": [{""box"": [211.2100067138672, 57.880001068115234, 458.1600036621094, 463.3399963378906], ""score"": 0.7209655046463013}]}, ""relations"": {""relation:cat:left_of:dog"": {""dx"": -0.40897461399435997, ""dy"": 0.12550782039761543}}}",0,0,,1,0.8739929362200201,13622855168,item_00033
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_spatial_008,spatial,p1,equivalent,211,images/pixart_sigma/main_spatial_008/p1/seed_211.png,5aad744383deb6df441adc49c7570e3fed4a24cce304496b2cae3e3e02027e17,1,1.0,111,"[""count:car=1"", ""count:bicycle=1"", ""relation:car:left_of:bicycle""]","{""count:bicycle=1"": true, ""count:car=1"": true, ""relation:car:left_of:bicycle"": true}","{""colors"": {}, ""detections"": {""bicycle"": [{""box"": [364.80999755859375, 237.49000549316406, 503.6600036621094, 366.3399963378906], ""score"": 0.7379683256149292}], ""car"": [{""box"": [161.8000030517578, 212.27999877929688, 344.55999755859375, 342.7300109863281], ""score"": 0.49869900941848755}]}, ""relations"": {""relation:car:left_of:bicycle"": {""dx"": -0.35362304747104645, ""dy"": -0.04767577350139618}}}",0,0,,1,0.8964303401298821,13622855168,item_00034
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_spatial_008,spatial,p0,equivalent,29,images/pixart_sigma/main_spatial_008/p0/seed_29.png,c405827cb32489c3f287bbf1197168d1c9d466e0ef3af878d7013fbb545acdb6,1,1.0,111,"[""count:car=1"", ""count:bicycle=1"", ""relation:car:left_of:bicycle""]","{""count:bicycle=1"": true, ""count:car=1"": true, ""relation:car:left_of:bicycle"": true}","{""colors"": {}, ""detections"": {""bicycle"": [{""box"": [292.45001220703125, 296.45001220703125, 446.54998779296875, 373.6499938964844], ""score"": 0.73521888256073}], ""car"": [{""box"": [114.0199966430664, 254.0399932861328, 336.8999938964844, 319.6000061035156], ""score"": 0.4535472095012665}]}, ""relations"": {""relation:car:left_of:bicycle"": {""dx"": -0.28132813423871994, ""dy"": -0.09419922530651093}}}",0,0,0.0,1,0.8997418340295553,13622855168,item_00035
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_count_010,count,p2,equivalent,211,images/pixart_sigma/main_count_010/p2/seed_211.png,5fddde5ff1854d5299a623940604f2be6b6cee62d0c831c9278daa727d1a8831,0,0.0,0,"[""count:cup=4""]","{""count:cup=4"": false}","{""colors"": {}, ""detections"": {""cup"": [{""box"": [15.170000076293945, 209.32000732421875, 176.32000732421875, 368.95001220703125], ""score"": 0.5732406973838806}, {""box"": [333.9800109863281, 211.08999633789062, 494.5799865722656, 369.69000244140625], ""score"": 0.5711278915405273}, {""box"": [175.3300018310547, 210.19000244140625, 339.8599853515625, 368.8999938964844], ""score"": 0.5360857248306274}, {""box"": [13.119999885559082, 207.69000244140625, 494.9700012207031, 373.260009765625], ""score"": 0.22805269062519073}, {""box"": [17.489999771118164, 360.8699951171875, 169.88999938964844, 505.32000732421875], ""score"": 0.10226626694202423}]}, ""relations"": {}}",0,0,,1,0.8725823392160237,13622855168,item_00036
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_spatial_011,spatial,p0,equivalent,131,images/pixart_sigma/main_spatial_011/p0/seed_131.png,94307a068baa69cc01493122009600b50a4b4f3ff4c98cde75564131dd931e6f,1,1.0,111,"[""count:clock=1"", ""count:cat=1"", ""relation:clock:above:cat""]","{""count:cat=1"": true, ""count:clock=1"": true, ""relation:clock:above:cat"": true}","{""colors"": {}, ""detections"": {""cat"": [{""box"": [2.5299999713897705, 213.3300018310547, 466.8299865722656, 512.280029296875], ""score"": 0.8462626934051514}], ""clock"": [{""box"": [151.5399932861328, 9.399999618530273, 349.0899963378906, 243.39999389648438], ""score"": 0.6686857342720032}]}, ""relations"": {""relation:clock:above:cat"": {""dx"": 0.030537112383171916, ""dy"": -0.46172855235636234}}}",0,0,0.0,1,0.8812744407914579,13622855168,item_00037
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_count_016,count,p1,equivalent,29,images/sdxl/main_count_016/p1/seed_29.png,fd2999b7d588ac72978c35e890a00bd11a71f002f61422a1f090e88443f1a288,0,0.0,0,"[""count:car=4""]","{""count:car=4"": false}","{""colors"": {}, ""detections"": {""car"": [{""box"": [149.2100067138672, 254.8300018310547, 352.3800048828125, 312.1099853515625], ""score"": 0.35104772448539734}, {""box"": [177.1199951171875, 359.7099914550781, 329.75, 415.1199951171875], ""score"": 0.33745789527893066}, {""box"": [15.8100004196167, 364.7699890136719, 167.8699951171875, 415.6099853515625], ""score"": 0.3357817828655243}, {""box"": [333.8999938964844, 362.6199951171875, 487.70001220703125, 416.8800048828125], ""score"": 0.3231169879436493}, {""box"": [14.899999618530273, 360.1099853515625, 489.5, 416.1000061035156], ""score"": 0.14583325386047363}]}, ""relations"": {}}",0,0,,1,1.5013575102202594,8061883904,item_00038
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_count_016,count,p0,equivalent,47,images/pixart_sigma/main_count_016/p0/seed_47.png,26b2de8e1b79539ba72ffa614a571bb8ea84ea89e30b8a1d44c4ede2bee9396c,0,0.0,0,"[""count:car=4""]","{""count:car=4"": false}","{""colors"": {}, ""detections"": {""car"": [{""box"": [184.63999938964844, 252.1300048828125, 324.3999938964844, 328.17999267578125], ""score"": 0.3290177881717682}, {""box"": [9.279999732971191, 274.55999755859375, 122.0, 311.2699890136719], ""score"": 0.3252730965614319}, {""box"": [306.7200012207031, 266.70001220703125, 397.3999938964844, 320.5199890136719], ""score"": 0.3149626553058624}, {""box"": [390.7300109863281, 270.5400085449219, 510.5400085449219, 319.8800048828125], ""score"": 0.30606621503829956}, {""box"": [137.25999450683594, 261.8699951171875, 205.39999389648438, 313.6700134277344], ""score"": 0.30226990580558777}, {""box"": [3.5399999618530273, 286.2699890136719, 207.4499969482422, 384.0400085449219], ""score"": 0.3018262982368469}, {""box"": [171.86000061035156, 313.04998779296875, 345.7900085449219, 428.2699890136719], ""score"": 0.29091644287109375}, {""box"": [340.7699890136719, 295.55999755859375, 503.6600036621094, 384.3500061035156], ""score"": 0.26942095160484314}, {""box"": [5.739999771118164, 249.47999572753906, 506.3900146484375, 430.5], ""score"": 0.1050124391913414}]}, ""relations"": {}}",0,0,0.0,1,0.8656935798935592,13622855168,item_00039
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_count_022,count,p2,equivalent,47,images/pixart_sigma/main_count_022/p2/seed_47.png,d0a3546b1a252ad29281b12733925906d418849e47c32ee14dc3a610109503a9,0,0.0,0,"[""count:clock=4""]","{""count:clock=4"": false}","{""colors"": {}, ""detections"": {""clock"": [{""box"": [1.1100000143051147, 71.69999694824219, 235.85000610351562, 416.82000732421875], ""score"": 0.5212517976760864}, {""box"": [267.8800048828125, 73.86000061035156, 500.6499938964844, 415.7699890136719], ""score"": 0.5094746947288513}]}, ""relations"": {}}",0,0,,1,0.8853775677271187,13622855168,item_00040
sd15,stable-diffusion-v1-5/stable-diffusion-v1-5,main_color_binding_003,color_binding,p2,equivalent,47,images/sd15/main_color_binding_003/p2/seed_47.png,53acb1bc2b5c647dcbd7724134cb1d0489016a834a623734201b6a2f1fb69e9a,0,0.5,0011,"[""count:banana=1"", ""count:bottle=1"", ""color:banana=yellow"", ""color:bottle=purple""]","{""color:banana=yellow"": true, ""color:bottle=purple"": true, ""count:banana=1"": false, ""count:bottle=1"": false}","{""colors"": {""banana"": {""confidence"": 0.415355384349823, ""label"": ""yellow"", ""margin"": 0.2671445310115814}, ""bottle"": {""confidence"": 0.6008040308952332, ""label"": ""purple"", ""margin"": 0.39151009917259216}}, ""detections"": {""banana"": [{""box"": [0.9700000286102295, 88.94999694824219, 312.8900146484375, 356.8399963378906], ""score"": 0.622010350227356}, {""box"": [1.0499999523162842, 321.20001220703125, 179.67999267578125, 455.8699951171875], ""score"": 0.5671585202217102}, {""box"": [2.049999952316284, 187.67999267578125, 190.11000061035156, 401.1099853515625], ""score"": 0.5601559281349182}, {""box"": [0.5, 415.29998779296875, 156.25, 456.4700012207031], ""score"": 0.16488084197044373}, {""box"": [-3.009999990463257, 87.27999877929688, 219.24000549316406, 166.9499969482422], ""score"": 0.12821900844573975}], ""bottle"": [{""box"": [304.510009765625, 26.40999984741211, 437.6300048828125, 473.3599853515625], ""score"": 0.6115046739578247}, {""box"": [315.6600036621094, 26.6200008392334, 422.3399963378906, 176.33999633789062], ""score"": 0.13777318596839905}]}, ""relations"": {}}",0,0,,1,0.8405003151856363,3439791104,item_00041
sd15,stable-diffusion-v1-5/stable-diffusion-v1-5,main_count_010,count,p0,equivalent,101,images/sd15/main_count_010/p0/seed_101.png,daccc82fb125a7d414c97e9aac51f69db53facfb6e99cf6ce902a28f2f51214b,1,1.0,1,"[""count:cup=4""]","{""count:cup=4"": true}","{""colors"": {}, ""detections"": {""cup"": [{""box"": [237.39999389648438, 190.5500030517578, 359.5799865722656, 314.95001220703125], ""score"": 0.45673173666000366}, {""box"": [142.91000366210938, 86.41999816894531, 430.2799987792969, 428.7099914550781], ""score"": 0.3934025764465332}, {""box"": [20.049999237060547, 107.95999908447266, 193.50999450683594, 458.8399963378906], ""score"": 0.3584984242916107}, {""box"": [466.6000061035156, 133.86000061035156, 510.67999267578125, 373.0899963378906], ""score"": 0.17156806588172913}]}, ""relations"": {}}",0,0,0.0,1,0.8234120598062873,3439791104,item_00042
